Model,Location,mAP50,mAP50-95,Precision,Recall,FPS (avg),Latency ms,GPU Util %,CPU Util %,RAM (GB),Power (W),Temp (?C),Params (M),Model Size (MB),GFLOPs,Reduction vs Baseline (%),Validation2 Location,Validation2 mAP50,Validation2 mAP50-95,Validation2 Precision,Validation2 Recall
26s_DS3_from_26m.engine,research/object/26s/distillation/26s_DS3_from_26m_engine_test.json,0.977523,0.903930,0.992915,0.971649,13.23,75.60,80.50,4.14,3.09,13.43,58.40,,,,,,,,,
26s_DS3_from_26m_fp16.engine,research/object/26s/distilled-quantized/FP16/26s_DS3_from_26m_fp16_engine_test.json,0.977523,0.892308,0.992600,0.972725,28.06,35.63,65.03,7.68,3.27,12.26,56.54,,,,,,,,,
26s_DS3_from_26m_int8.engine,research/object/26s/distilled-quantized/INT8/26s_DS3_from_26m_int8_engine_test.json,0.973051,0.838370,0.976113,0.948323,36.16,27.66,53.53,8.79,3.25,10.71,54.51,,,,,,,,,
26s_DS3_from_26x.engine,research/object/26s/distillation/26s_DS3_from_26x_engine_test.json,0.986318,0.893792,0.986400,0.978379,13.34,74.96,76.05,4.12,3.24,13.50,58.32,,,,,,,,,
26s_DS3_from_26x_fp16.engine,research/object/26s/distilled-quantized/FP16/26s_DS3_from_26x_fp16_engine_test.json,0.986343,0.886420,0.986264,0.981148,28.04,35.66,66.08,7.65,3.27,12.28,56.65,,,,,,,,,
26s_DS3_from_26x_int8.engine,research/object/26s/distilled-quantized/INT8/26s_DS3_from_26x_int8_engine_test.json,0.982762,0.827086,0.973307,0.965713,35.58,28.10,54.64,8.69,3.20,10.70,56.87,,,,,,,,,
26s_pose_from_26l.engine,research/pose/26s-pose/distillation/26s_pose_from_26l_engine_test.json,0.990172,0.909261,0.964978,0.984369,11.83,84.53,79.78,3.93,2.74,14.70,78.90,,,,,research/pose/26s-pose/distillation/26s_pose_from_26l_engine_validation2.json,0.993254,0.919430,0.968348,1.000000
26s_pose_from_26l.pt,research/pose/26s-pose/distillation/26s_pose_from_26l_pt_test.json,0.978643,0.902036,0.964070,0.958460,7.86,127.21,85.13,6.13,3.02,14.61,78.67,,,,,research/pose/26s-pose/distillation/26s_pose_from_26l_pt_validation2.json,0.988600,0.913069,0.980283,0.951613
26s_pose_from_26l_fp16.engine,research/pose/26s-pose/distilled-quantized/FP16/26s_pose_from_26l_fp16_engine_test.json,0.979649,0.908241,0.962791,0.924257,24.65,40.57,66.24,7.12,3.10,13.39,73.73,,,,,research/pose/26s-pose/distilled-quantized/FP16/26s_pose_from_26l_fp16_engine_validation2.json,0.990090,0.916047,0.952352,0.983871
26s_pose_from_26l_int8.engine,research/pose/26s-pose/distilled-quantized/INT8/26s_pose_from_26l_int8_engine_test.json,0.985634,0.875845,0.930756,0.960250,32.99,30.31,59.67,8.34,3.10,11.51,73.02,,,,,research/pose/26s-pose/distilled-quantized/INT8/26s_pose_from_26l_int8_engine_validation2.json,0.991034,0.881846,0.967628,0.964279
26s_pose_from_26m.engine,research/pose/26s-pose/distillation/26s_pose_from_26m_engine_test.json,0.991571,0.899452,0.960934,0.964286,11.92,83.92,80.44,3.97,2.76,14.68,78.05,,,,,research/pose/26s-pose/distillation/26s_pose_from_26m_engine_validation2.json,0.991378,0.904876,0.983270,0.947999
26s_pose_from_26m.pt,research/pose/26s-pose/distillation/26s_pose_from_26m_pt_test.json,0.973671,0.884657,0.841115,1.000000,7.85,127.38,85.74,6.14,2.99,14.51,76.74,,,,,research/pose/26s-pose/distillation/26s_pose_from_26m_pt_validation2.json,0.983193,0.899389,0.905525,0.983871
26s_pose_from_26m_fp16.engine,research/pose/26s-pose/distilled-quantized/FP16/26s_pose_from_26m_fp16_engine_test.json,0.992586,0.899717,0.965396,0.996481,23.26,42.99,72.41,6.79,3.09,13.55,75.17,,,,,research/pose/26s-pose/distilled-quantized/FP16/26s_pose_from_26m_fp16_engine_validation2.json,0.992284,0.907938,0.967858,0.971406
26s_pose_from_26m_int8.engine,research/pose/26s-pose/distilled-quantized/INT8/26s_pose_from_26m_int8_engine_test.json,0.193495,0.065332,0.845626,0.178571,32.53,30.74,62.38,8.16,3.07,11.47,72.19,,,,,research/pose/26s-pose/distilled-quantized/INT8/26s_pose_from_26m_int8_engine_validation2.json,0.091214,0.031042,0.035573,0.145161
26s_pose_from_26x.engine,research/pose/26s-pose/distillation/26s_pose_from_26x_engine_test.json,0.990333,0.919998,1.000000,0.927828,11.85,84.40,80.68,3.97,2.67,14.65,78.55,,,,,research/pose/26s-pose/distillation/26s_pose_from_26x_engine_validation2.json,0.991793,0.911702,0.980826,0.967742
26s_pose_from_26x.pt,research/pose/26s-pose/distillation/26s_pose_from_26x_pt_test.json,0.946355,0.898430,0.861262,0.887005,7.85,127.38,85.03,6.09,3.14,14.45,75.41,,,,,research/pose/26s-pose/distillation/26s_pose_from_26x_pt_validation2.json,0.966232,0.889043,0.875113,0.935484
26s_pose_from_26x_fp16.engine,research/pose/26s-pose/distilled-quantized/FP16/26s_pose_from_26x_fp16_engine_test.json,0.990333,0.919737,1.000000,0.928008,24.85,40.24,68.67,7.14,3.10,13.41,74.67,,,,,research/pose/26s-pose/distilled-quantized/FP16/26s_pose_from_26x_fp16_engine_validation2.json,0.991793,0.912302,0.981068,0.967742
26s_pose_from_26x_int8.engine,research/pose/26s-pose/distilled-quantized/INT8/26s_pose_from_26x_int8_engine_test.json,0.987206,0.727940,0.963909,0.954111,33.01,30.29,53.32,8.30,3.03,11.63,76.01,,,,,research/pose/26s-pose/distilled-quantized/INT8/26s_pose_from_26x_int8_engine_validation2.json,0.990778,0.726651,0.999824,0.935484
26s_pose_p90.engine,research/pose/26s-pose/pruning/90/26s_pose_p90_engine_test.json,0.985148,0.864212,0.921586,1.000000,12.88,77.62,78.92,4.19,2.71,14.27,77.30,,,,,research/pose/26s-pose/pruning/90/26s_pose_p90_engine_validation2.json,0.988945,0.878027,0.947404,0.983871
26s_pose_p90.pt,research/pose/26s-pose/pruning/90/26s_pose_p90_pt_test.json,0.973917,0.870886,0.872105,0.974360,8.34,119.92,79.70,6.92,3.15,14.06,76.85,,,,,research/pose/26s-pose/pruning/90/26s_pose_p90_pt_validation2.json,0.983424,0.874593,0.948341,0.919355
26s_pose_p90_fp16.engine,research/pose/26s-pose/pruning_quantization/90/FP16/26s_pose_p90_fp16_engine_test.json,0.985148,0.865034,0.920936,1.000000,27.08,36.93,63.55,7.63,3.10,12.87,73.08,,,,,research/pose/26s-pose/pruning_quantization/90/FP16/26s_pose_p90_fp16_engine_validation2.json,0.988945,0.878785,0.947087,0.983871
26s_pose_p90_int8.engine,research/pose/26s-pose/pruning_quantization/90/INT8/26s_pose_p90_int8_engine_test.json,0.968121,0.797419,0.928435,0.926729,33.56,29.80,56.46,8.54,3.02,11.24,72.56,,,,,research/pose/26s-pose/pruning_quantization/90/INT8/26s_pose_p90_int8_engine_validation2.json,0.976331,0.802318,0.949674,0.913151
11l_DS3_from_11x_80p.engine,research/object/11l_DS3/distillation_pruning/80/11l_DS3_from_11x_80p.engine_benchmark.json,0.977680,0.905126,0.994340,0.977499,6.43,155.41,87.84,2.66,3.28,15.30,61.06,,,,,,,,,
11l_DS3_from_11x_80p.pt,research/object/11l_DS3/distillation_pruning/80/11l_DS3_from_11x_80p.pt_benchmark.json,0.977520,0.909606,0.996468,0.976534,3.84,260.14,91.50,3.86,3.54,14.73,59.85,,,,,,,,,
11l_DS3_from_11x_80p_fp16.engine,research/object/11l_DS3/distillation_pruning_quantization/80/FP16/11l_DS3_from_11x_80p_fp16.engine_benchmark.json,0.977676,0.878361,0.994341,0.977499,14.52,68.88,73.54,5.26,2.79,14.64,59.62,,,,,,,,,
11l_DS3_from_11x_80p_int8.engine,research/object/11l_DS3/distillation_pruning_quantization/80/INT8/11l_DS3_from_11x_80p_int8.engine_benchmark.json,0.976979,0.855173,0.983193,0.975767,19.74,50.65,72.17,6.40,2.71,12.56,58.25,,,,,,,,,
11l_pose_from_11x_70p.engine,research/pose/11l-pose/distillation_pruning/70/11l_pose_from_11x_70p.engine_benchmark.json,0.977500,0.944381,0.854017,1.000000,5.00,200.07,90.93,2.16,3.17,13.62,59.65,,,,,research/pose/11l-pose/distillation_pruning/70/11l_pose_from_11x_70p_engine_validation2.json,0.981586,0.934518,0.885494,1.000000
11l_pose_from_11x_70p.pt,research/pose/11l-pose/distillation_pruning/70/11l_pose_from_11x_70p.pt_benchmark.json,0.950101,0.923268,0.798847,1.000000,4.05,246.89,92.64,4.65,3.54,14.55,59.83,,,,,research/pose/11l-pose/distillation_pruning/70/11l_pose_from_11x_70p_pt_validation2.json,0.958885,0.913714,0.853415,1.000000
11l_pose_from_11x_70p_fp16.engine,research/pose/11l-pose/distillation_pruning_quantization/70/FP16/11l_pose_from_11x_70p_fp16.engine_benchmark.json,0.981250,0.948741,0.844077,1.000000,8.32,120.22,86.44,3.34,3.24,12.25,57.21,,,,,research/pose/11l-pose/distillation_pruning_quantization/70/FP16/11l_pose_from_11x_70p_fp16_engine_validation2.json,0.984249,0.937508,0.880240,1.000000
11l_pose_from_11x_70p_int8.engine,research/pose/11l-pose/distillation_pruning_quantization/70/INT8/11l_pose_from_11x_70p_int8.engine_benchmark.json,0.000000,0.000000,0.000000,0.000000,9.32,107.34,82.44,3.44,3.24,10.78,56.89,,,,,research/pose/11l-pose/distillation_pruning_quantization/70/INT8/11l_pose_from_11x_70p_int8_engine_validation2.json,0.000000,0.000000,0.000000,0.000000
11l_pose_from_11x_80p.engine,research/pose/11l-pose/distillation_pruning/80/11l_pose_from_11x_80p.engine_benchmark.json,0.975889,0.853797,0.918036,1.000000,4.76,210.26,90.03,2.05,3.18,13.98,59.76,,,,,research/pose/11l-pose/distillation_pruning/80/11l_pose_from_11x_80p_engine_validation2.json,0.975440,0.836388,0.897112,0.984443
11l_pose_from_11x_80p.pt,research/pose/11l-pose/distillation_pruning/80/11l_pose_from_11x_80p.pt_benchmark.json,0.950480,0.815374,0.858527,1.000000,3.73,267.80,92.63,6.97,3.58,14.70,59.67,,,,,research/pose/11l-pose/distillation_pruning/80/11l_pose_from_11x_80p_pt_validation2.json,0.965207,0.819754,0.891241,1.000000
11l_pose_from_11x_80p_fp16.engine,research/pose/11l-pose/distillation_pruning_quantization/80/FP16/11l_pose_from_11x_80p_fp16.engine_benchmark.json,0.975889,0.850724,0.919618,1.000000,8.16,122.57,83.41,3.35,3.22,12.63,57.54,,,,,research/pose/11l-pose/distillation_pruning_quantization/80/FP16/11l_pose_from_11x_80p_fp16_engine_validation2.json,0.973413,0.832625,0.900506,0.983871
11l_pose_from_11x_80p_int8.engine,research/pose/11l-pose/distillation_pruning_quantization/80/INT8/11l_pose_from_11x_80p_int8.engine_benchmark.json,0.941825,0.603306,0.809450,0.910564,9.54,104.87,82.64,3.54,3.23,11.07,56.78,,,,,research/pose/11l-pose/distillation_pruning_quantization/80/INT8/11l_pose_from_11x_80p_int8_engine_validation2.json,0.882346,0.558363,0.727815,0.948856
11n_DS3_from_11l_80p.engine,research/object/11n_DS3/distillation_pruning/80/11n_DS3_from_11l_80p.engine_benchmark.json,0.956218,0.821912,0.994935,0.940882,24.67,40.53,63.17,7.58,3.21,11.21,55.07,,,,,,,,,
11n_DS3_from_11l_80p.pt,research/object/11n_DS3/distillation_pruning/80/11n_DS3_from_11l_80p.pt_benchmark.json,0.953626,0.829169,0.996616,0.939717,17.85,56.04,69.50,11.31,3.44,11.63,55.06,,,,,,,,,
11n_DS3_from_11l_80p_fp16.engine,research/object/11n_DS3/distillation_pruning_quantization/80/FP16/11n_DS3_from_11l_80p_fp16.engine_benchmark.json,0.956211,0.821602,0.994949,0.940879,40.76,24.54,43.87,11.24,3.27,9.82,52.81,,,,,,,,,
11n_DS3_from_11l_80p_int8.engine,research/object/11n_DS3/distillation_pruning_quantization/80/INT8/11n_DS3_from_11l_80p_int8.engine_benchmark.json,0.955419,0.764226,0.993768,0.941471,45.57,21.94,40.03,11.61,3.19,8.88,51.42,,,,,,,,,
11n_DS3_from_11m_80p.engine,research/object/11n_DS3/distillation_pruning/80/11n_DS3_from_11m_80p.engine_benchmark.json,0.954937,0.816770,0.991247,0.941164,24.54,40.76,60.77,7.52,3.21,11.21,55.16,,,,,,,,,
11n_DS3_from_11m_80p.pt,research/object/11n_DS3/distillation_pruning/80/11n_DS3_from_11m_80p.pt_benchmark.json,0.954913,0.832030,0.993647,0.941184,17.94,55.75,66.94,11.36,3.42,11.61,55.25,,,,,,,,,
11n_DS3_from_11m_80p_fp16.engine,research/object/11n_DS3/distillation_pruning_quantization/80/FP16/11n_DS3_from_11m_80p_fp16.engine_benchmark.json,0.954937,0.814245,0.991300,0.941170,40.68,24.58,43.74,11.26,3.27,9.81,52.83,,,,,,,,,
11n_DS3_from_11m_80p_int8.engine,research/object/11n_DS3/distillation_pruning_quantization/80/INT8/11n_DS3_from_11m_80p_int8.engine_benchmark.json,0.946567,0.751503,0.974416,0.940542,46.45,21.53,44.41,11.67,3.25,8.91,51.97,,,,,,,,,
11n_DS3_from_11s_80p.engine,research/object/11n_DS3/distillation_pruning/80/11n_DS3_from_11s_80p.engine_benchmark.json,0.953663,0.826064,0.995464,0.942410,25.05,39.93,61.82,7.62,3.19,11.17,55.23,,,,,,,,,
11n_DS3_from_11s_80p.pt,research/object/11n_DS3/distillation_pruning/80/11n_DS3_from_11s_80p.pt_benchmark.json,0.955765,0.832562,0.990646,0.954201,17.78,56.24,64.58,11.30,3.46,11.58,55.26,,,,,,,,,
11n_DS3_from_11s_80p_fp16.engine,research/object/11n_DS3/distillation_pruning_quantization/80/FP16/11n_DS3_from_11s_80p_fp16.engine_benchmark.json,0.953704,0.824386,0.995504,0.942374,40.30,24.82,44.92,11.14,3.28,9.94,52.57,,,,,,,,,
11n_DS3_from_11s_80p_int8.engine,research/object/11n_DS3/distillation_pruning_quantization/80/INT8/11n_DS3_from_11s_80p_int8.engine_benchmark.json,0.963794,0.771314,0.992313,0.942681,45.78,21.85,44.29,11.49,3.26,8.93,51.39,,,,,,,,,
11n_DS3_from_11x_80p.engine,research/object/11n_DS3/distillation_pruning/80/11n_DS3_from_11x_80p.engine_benchmark.json,0.954730,0.832677,0.989020,0.942165,24.45,40.90,60.20,7.54,3.24,11.21,55.33,,,,,,,,,
11n_DS3_from_11x_80p.pt,research/object/11n_DS3/distillation_pruning/80/11n_DS3_from_11x_80p.pt_benchmark.json,0.956072,0.830226,0.990942,0.953902,17.84,56.05,69.57,11.42,3.46,11.64,55.15,,,,,,,,,
11n_DS3_from_11x_80p_fp16.engine,research/object/11n_DS3/distillation_pruning_quantization/80/FP16/11n_DS3_from_11x_80p_fp16.engine_benchmark.json,0.954706,0.832953,0.989098,0.942027,39.30,25.44,46.92,10.80,3.27,10.01,52.90,,,,,,,,,
11n_DS3_from_11x_80p_int8.engine,research/object/11n_DS3/distillation_pruning_quantization/80/INT8/11n_DS3_from_11x_80p_int8.engine_benchmark.json,0.954701,0.793501,0.985423,0.940923,46.36,21.57,41.81,11.64,3.18,8.88,51.53,,,,,,,,,
11n_pose_from_11l_80p.engine,research/pose/11n-pose/distillation_pruning/80/11n_pose_from_11l_80p.engine_benchmark.json,0.981452,0.875596,0.888595,1.000000,9.39,106.45,82.94,3.42,2.96,10.07,55.09,,,,,research/pose/11n-pose/distillation_pruning/80/11n_pose_from_11l_80p_engine_validation2.json,0.979878,0.866355,0.906700,1.000000
11n_pose_from_11l_80p.pt,research/pose/11n-pose/distillation_pruning/80/11n_pose_from_11l_80p.pt_benchmark.json,0.991552,0.887165,0.950420,1.000000,15.11,66.17,66.71,10.61,3.27,11.86,55.70,,,,,research/pose/11n-pose/distillation_pruning/80/11n_pose_from_11l_80p_pt_validation2.json,0.993254,0.884520,0.967960,1.000000
11n_pose_from_11l_80p_fp16.engine,research/pose/11n-pose/distillation_pruning_quantization/80/FP16/11n_pose_from_11l_80p_fp16.engine_benchmark.json,0.981452,0.860647,0.888553,1.000000,11.04,90.56,88.23,4.06,3.22,9.25,51.76,,,,,research/pose/11n-pose/distillation_pruning_quantization/80/FP16/11n_pose_from_11l_80p_fp16_engine_validation2.json,0.979878,0.858962,0.906291,1.000000
11n_pose_from_11l_80p_int8.engine,research/pose/11n-pose/distillation_pruning_quantization/80/INT8/11n_pose_from_11l_80p_int8.engine_benchmark.json,0.945000,0.835294,0.897971,1.000000,11.63,85.99,80.46,4.00,3.21,8.91,50.72,,,,,research/pose/11n-pose/distillation_pruning_quantization/80/INT8/11n_pose_from_11l_80p_int8_engine_validation2.json,0.945246,0.819148,0.859574,0.987328
11n_pose_from_11m_70p.engine,research/pose/11n-pose/distillation_pruning/70/11n_pose_from_11m_70p.engine_benchmark.json,0.995000,0.851545,0.997406,1.000000,9.78,102.26,78.20,3.55,3.07,10.12,53.04,,,,,research/pose/11n-pose/distillation_pruning/70/11n_pose_from_11m_70p_engine_validation2.json,0.995000,0.857330,0.998806,1.000000
11n_pose_from_11m_70p.pt,research/pose/11n-pose/distillation_pruning/70/11n_pose_from_11m_70p.pt_benchmark.json,0.995000,0.868383,0.997401,1.000000,15.83,63.15,68.29,11.01,3.31,11.77,54.89,,,,,research/pose/11n-pose/distillation_pruning/70/11n_pose_from_11m_70p_pt_validation2.json,0.995000,0.856643,0.998751,1.000000
11n_pose_from_11m_70p_fp16.engine,research/pose/11n-pose/distillation_pruning_quantization/70/FP16/11n_pose_from_11m_70p_fp16.engine_benchmark.json,0.995000,0.855203,0.997413,1.000000,11.45,87.37,80.67,4.19,3.22,9.23,51.50,,,,,research/pose/11n-pose/distillation_pruning_quantization/70/FP16/11n_pose_from_11m_70p_fp16_engine_validation2.json,0.995000,0.858743,0.998809,1.000000
11n_pose_from_11m_70p_int8.engine,research/pose/11n-pose/distillation_pruning_quantization/70/INT8/11n_pose_from_11m_70p_int8.engine_benchmark.json,0.995000,0.806758,0.996568,1.000000,11.69,85.58,77.71,4.04,3.13,8.99,51.08,,,,,research/pose/11n-pose/distillation_pruning_quantization/70/INT8/11n_pose_from_11m_70p_int8_engine_validation2.json,0.995000,0.803153,0.998310,1.000000
11n_pose_from_11m_80p.engine,research/pose/11n-pose/distillation_pruning/80/11n_pose_from_11m_80p.engine_benchmark.json,0.995000,0.917874,0.996759,1.000000,9.18,108.94,86.08,3.38,3.02,9.89,54.98,,,,,research/pose/11n-pose/distillation_pruning/80/11n_pose_from_11m_80p_engine_validation2.json,0.995000,0.905354,0.998522,1.000000
11n_pose_from_11m_80p.pt,research/pose/11n-pose/distillation_pruning/80/11n_pose_from_11m_80p.pt_benchmark.json,0.995000,0.910783,0.997575,1.000000,15.58,64.18,70.82,10.79,3.29,11.86,55.57,,,,,research/pose/11n-pose/distillation_pruning/80/11n_pose_from_11m_80p_pt_validation2.json,0.995000,0.907449,0.998850,1.000000
11n_pose_from_11m_80p_fp16.engine,research/pose/11n-pose/distillation_pruning_quantization/80/FP16/11n_pose_from_11m_80p_fp16.engine_benchmark.json,0.995000,0.917710,0.996738,1.000000,10.89,91.85,81.81,3.99,3.22,9.18,51.34,,,,,research/pose/11n-pose/distillation_pruning_quantization/80/FP16/11n_pose_from_11m_80p_fp16_engine_validation2.json,0.995000,0.905427,0.998494,1.000000
11n_pose_from_11m_80p_int8.engine,research/pose/11n-pose/distillation_pruning_quantization/80/INT8/11n_pose_from_11m_80p_int8.engine_benchmark.json,0.995000,0.894677,0.996673,1.000000,11.18,89.41,74.78,3.85,3.20,8.81,50.79,,,,,research/pose/11n-pose/distillation_pruning_quantization/80/INT8/11n_pose_from_11m_80p_int8_engine_validation2.json,0.995000,0.885793,0.998435,1.000000
11n_pose_from_11s_70p.engine,research/pose/11n-pose/distillation_pruning/70/11n_pose_from_11s_70p.engine_benchmark.json,0.995000,0.963523,0.997355,1.000000,9.31,107.46,87.63,3.40,3.00,9.93,53.51,,,,,research/pose/11n-pose/distillation_pruning/70/11n_pose_from_11s_70p_engine_validation2.json,0.995000,0.958331,0.998670,1.000000
11n_pose_from_11s_70p.pt,research/pose/11n-pose/distillation_pruning/70/11n_pose_from_11s_70p.pt_benchmark.json,0.995000,0.975064,0.986437,1.000000,15.87,63.03,66.41,11.04,3.32,11.82,54.65,,,,,research/pose/11n-pose/distillation_pruning/70/11n_pose_from_11s_70p_pt_validation2.json,0.995000,0.962006,0.992470,1.000000
11n_pose_from_11s_70p_fp16.engine,research/pose/11n-pose/distillation_pruning_quantization/70/FP16/11n_pose_from_11s_70p_fp16.engine_benchmark.json,0.995000,0.963523,0.997322,1.000000,10.96,91.20,82.85,4.03,3.22,9.12,51.54,,,,,research/pose/11n-pose/distillation_pruning_quantization/70/FP16/11n_pose_from_11s_70p_fp16_engine_validation2.json,0.995000,0.958251,0.998688,1.000000
11n_pose_from_11s_70p_int8.engine,research/pose/11n-pose/distillation_pruning_quantization/70/INT8/11n_pose_from_11s_70p_int8.engine_benchmark.json,0.995000,0.944966,0.997437,1.000000,11.05,90.52,81.44,3.82,3.20,8.77,51.20,,,,,research/pose/11n-pose/distillation_pruning_quantization/70/INT8/11n_pose_from_11s_70p_int8_engine_validation2.json,0.995000,0.928710,0.998640,1.000000
11n_pose_from_11s_80p.engine,research/pose/11n-pose/distillation_pruning/80/11n_pose_from_11s_80p.engine_benchmark.json,0.995000,0.885229,0.996459,1.000000,9.37,106.70,81.83,3.42,2.95,9.98,55.18,,,,,research/pose/11n-pose/distillation_pruning/80/11n_pose_from_11s_80p_engine_validation2.json,0.995000,0.882105,0.998364,1.000000
11n_pose_from_11s_80p.pt,research/pose/11n-pose/distillation_pruning/80/11n_pose_from_11s_80p.pt_benchmark.json,0.995000,0.890198,0.997835,1.000000,15.56,64.25,71.42,10.77,3.25,11.93,55.79,,,,,research/pose/11n-pose/distillation_pruning/80/11n_pose_from_11s_80p_pt_validation2.json,0.995000,0.882202,0.998829,1.000000
11n_pose_from_11s_80p_fp16.engine,research/pose/11n-pose/distillation_pruning_quantization/80/FP16/11n_pose_from_11s_80p_fp16.engine_benchmark.json,0.995000,0.885077,0.996503,1.000000,10.93,91.48,84.04,4.00,3.22,9.27,52.23,,,,,research/pose/11n-pose/distillation_pruning_quantization/80/FP16/11n_pose_from_11s_80p_fp16_engine_validation2.json,0.995000,0.882155,0.998368,1.000000
11n_pose_from_11s_80p_int8.engine,research/pose/11n-pose/distillation_pruning_quantization/80/INT8/11n_pose_from_11s_80p_int8.engine_benchmark.json,0.995000,0.852553,0.996686,1.000000,11.44,87.45,79.17,3.93,3.19,8.85,51.01,,,,,research/pose/11n-pose/distillation_pruning_quantization/80/INT8/11n_pose_from_11s_80p_int8_engine_validation2.json,0.995000,0.847031,0.998345,1.000000
11n_pose_from_11x_70p.engine,research/pose/11n-pose/distillation_pruning/70/11n_pose_from_11x_70p.engine_benchmark.json,0.995000,0.912438,0.996829,1.000000,9.68,103.35,81.69,3.51,3.07,10.14,53.09,,,,,research/pose/11n-pose/distillation_pruning/70/11n_pose_from_11x_70p_engine_validation2.json,0.995000,0.906932,0.998323,1.000000
